data,IT
"Продюсер
в Skillbox — онлайн университет современных профессий.
Москва.
Ищет Алина Сандарова, ее пост

Больше вакансий для продюсеров:
Telegram @forproducer
Facebook",0
"​Программный директор Детского центра в Еврейский музей и центр толерантности (Москва)

Еврейскому музею и центру толерантности нужен Руководитель, который займется разработкой онлайн- и офлайн-проектов, а также будет курировать реализацию культурно-образовательных мероприятий.

Подробнее по ссылке

#музыкаиискусство #uppermiddle #москва",0
"#PHP #PosgreSQL  #spb
GrowFood - сервис по производству и доставке правильного питания.
IT-компания со своими решениями и своей командой разработки.

Обязанности:
Работа с серверной частью ядра (поддерживать и разрабатывать программную архитектуру, которая обеспечивает связь между собой всех направлений бизнеса).

Требования:
Опыт коммерческой разработки.
Знания PHP Laravel.
Глубокие знания PostgreSQL

• Санкт-Петербург
• 150 000 - 170 000 руб

Контакты:
@tankisa
a.nemolotova@growfood.pro",1
"#вакансия #middle #офис #fulltime #Symfony #PHP7 #Москва

Позиция: Backend PHP-разработчик
Локация: Москва
Занятость: полная
Зарплатная вилка: 150-180 к.

🙋‍♀️Всем привет! Меня зовут Саша)
Я в поисках 👀

Если ты Backend-разработчик, готовый быстро вникнуть в суть дела и начать разработку спортивной медиаплатформы на PHP7, то читай дальше.👇

У тебя есть возможность участвовать в поддержке и развитии цифровой платформы для показа спортивных видеотрансляций. Гибридная система, десятки микросервисов, объединенные пользовательским интерфейсом, статистика, новости, аналитика и многое другое.

👨‍🎓Итак, о тебе:
- Нежно любишь PHP7 и дружишь с Symfony;
- Понимаешь принципы SOLID;
- Работал с GIT;
- Был на каждой стороне разработки для веба больше трех лет.

💎Будет плюсом, если:
- Работал со SQL;
- Уже познакомился с методологиями гибкой разработки;
- Работал с Laravel и Yii или просто слышал о них;
- Познакомился с Unix-системами;
- Писал интеграционные и unit-тесты.

🔥Мы предлагаем:
- Оформление по ТК РФ;
- Гибкие условия рабочего дня;
- Офис 15 минут пешком от метро ВДНХ или Звездный бульвар;
- Хорошо оборудованное рабочее место — быстрые компьютеры, большие мониторы, лицензионный софт, удобная для тебя операционная система.

🧐Если ты хочешь:
- Понять, как работают все современные веб-технологии;
- Разобраться в смежных для проекта областях, таких как аналитика, инфраструктура тестирования, сборки и прочих;
- Поработать в большом высоконагруженном проекте;
- Принять новые для себя вызовы, большую ответственность, получить профессиональный и карьерный рост;

То, пиши/звони, расскажу подробнее)
Telegram @leksa_owl
E-mail aleksandra.mesher@talantika.pro
Телефон 89501913505",1
"Компания OPEN в поиске ""Программиста 1С"" в команду разработки и автоматизации департамента ИТ (in house). Компания эксперт на рынке трейд-маркетинга с 20-летней историей и лидер в области внедрения инноваций в Retail и FMCG
Задачи:
•  Сопровождение штатных подразделений компании в части разработки 1С: реализация дополнительных отчетов, обработок, расширений для 1С:ЗУП, 1С:Бухгалтерия в редакции 3.0; 
•  Участие в проектах разработки (собственной системы учета на 1С и мобильных приложений).
Мы ожидаем:
•  Рассматриваем разные уровни знаний, готовы обучать
•  Базовые знания типовых конфигураций 1С;
В нашей компании вас ждет:
•  Комфортные условия работы: уютный офис в шаговой доступности от станции метро Геологическая;
•  Дополнительные льготы: добровольное медицинское страхование для сотрудников в лучших клиниках с широким набором медицинских услуг;
•  Мотивация: стабильный уровень дохода – 60000 – 80000 
Ссылка на вакансию
https://vladivostok.hh.ru/vacancy/43564069
Контакт для связи
@tanyasokolovaopen",1
"Ruby Developer
в 404 group — компания предоставляет финансовую, операционную и административную поддержку в развитии интернет-проектов. 
150К, Санкт-Петербург, помощь с переездом.
Описание вакансии http://amp.gs/dpn6
Откликаться на geekjob.ru
#ruby #rubyonrails #ror #developer #вакансия #санктпетербург",1
"Руководитель команды разработки (PHP, iOS, Android)
в Домиленд — разработчик системы для управления недвижимостью, которой пользуются жители, управляющие организации и поставщики услуг.
Москва.
Описание вакансии https://is.gd/6AzQ7L
#lead #php #developer #teamlead #вакансия #москва",1
"#вакансия #QA #manual #офис #fulltime #senior #тестировщик #tester #middle #regular #интеграционное
Компания: Luxoft 
Локация: Москва
Должность: Senior/Middle QA Engineer
Формат работы: удаленный старт с постепенным выходом в офис
ЗП: 165 300 net

Для одного из крупнейших банков РФ разработана и активно развивается масштабная аналитическая система финасового моделирования и анализа по крупным корпоративным клиентам Банка на базе .NET, Java, Oracle. Методология Scrum, команда более 50 человек различных ролей и экспертиз.

Обязанности:
• Ведение или активное участие в всем направлении работ, связанном с проверкой качества создаваемого продукта.
• Cоздание тестового плана и тестовых сценариев
• Выполнение интеграционного тестирования в подсистемах входящих в проект
• Согласование и корректировка требований проекта с точки зрения тестирования и проверки качества

Требования:
• Опыт работы в тестировании ПО не менее 2 лет;
• Опыт интеграционного тестирования – must
• Понимание процесса тестирования, роли QA в проекте
• Понимание методологии разработки и тестирования ПО;
• Навыки составления и использования тестовой документации (тест-кейсы, отчеты о тестировании);
• Умение составлять SQL-запросы средней сложности;
• Уверенное владение офисными приложениями (MS Excel).

Условия:
• Полностью белая заработная плата
• Программа Internal Mobility
• Расширенный социальный пакет
• Программа ДМС
• Корпоративный английский
• Профессиональное обучение и повышение квалификации (есть свой Учебный центр)
• Корпоративные скидки в фитнес-клубах, турагентствах и других организациях города

Обращаться @tkutepova – Татьяна",1
"Руководитель портфеля проектов
в Sibedge — международная IT-компания, специализирующаяся на разработке программного обеспечения для автоматизации и цифровой трансформации бизнеса.
Москва.
250К — 300К.
Описание вакансии.
Откликаться на GeekJob.ru",1
"#вакансия #developer #python #perl #remotework
🔹Perl-разработчик
🔹Python-разработчик
в AppFollow — сервис мониторинг активности приложений в App Store, Google Play и т.д.
Возможна удаленка
Ищет Анатолий Шарифулин, его пост http://amp.gs/ClEi
Откликнуться можно, написав Анатолию в личку",1
"Ruby Developer
в TalentTech — российская технологическая компания, подразделение инвестиционной компании «Севергрупп», развивающая комплексное решение для объединения образования и трудоустройства.
200К-300К, Москва.
В проект SkillDev — сервис по оценке digital навыков и компетенций.
Описание вакансии https://is.gd/WY31il
#senior #ruby #rubyonrails #ror #developer #вакансия #москва",1
"Всем привет! 👋🏻
Ищу разработчиков на аутсорс. 
Я HR в SEO.RU 
Мы занимаемся SEO-продвижением и контекстной рекламой. В рамках работ, если у клиента нет своих программистов /договора со студией о тех.поддержке, мы дорабатываем сайты самостоятельно. И часов программистов из нашего штата не всегда хватает, поэтому ищем подрядчиков, чтобы часть работы отдавать на аутсорс.

Стек технологий: php, js, css
Самые популярные CMS: 1С-Битрикс, WordsPress, ModX, Joomla

Задачи - поддержка коробочных сайтов:
- починить /изменить механизм работы корзины;
- сверстать шаблоны страниц новых разделов в магазине или на сайте услуг;
- починить /изменить механизм заполнения мета-тегов на сайте;
- и разные другие задачи, касающиеся доработки существующего сайта.

Бюджеты на 1 задачу обычно 5-10 часов, реже - больше 10 часов.

Вопросы (чтобы понять, стоит ли переходить к более детальному обсуждению):
1) От какого объема часов вы берете работы? (например, ""от 10 /40 /100 часов в месяц"")
2) От чего зависит стоимость часа работы и каков минимальный порог цены?
3) Если минимальный объем 20+ часов - то можно ли в эти 20 часов заложить работы сразу по нескольким разным сайтам? (например, у нас есть 3 задачи, каждая по 10 часов, и все по разным сайтам - можно ли оформить это все в один договор).

Пишите в личку или на почту tanpeter@seo.ru",1
"Chief Technology Officer
в Arloid Automation — сингапурская компания с R&D-офисом в России и офисами продаж и маркетинга в Дубае и Кембридже. Создает IoT-экосистему для пользователей умного дома.
$65К-$75К в год, Санкт-Петербург.
Описание вакансии https://is.gd/XGRkuz
#CTO #teamlead #вакансия #санктпетербург

Больше вакансий для технических менеджеров:
Telegram @jobfortm",1
"Middle/Senior Project Manager
в Goose Gaming Agency — киберспортивное рекламное агентство.
Москва.
Ищет Зина Золина, её пост https://new.hr/elcn
Откликаться на zz@goose.gg, а вопросы задавать в телеграм @free_forever или на фейсбуке.
#middle #senior #project #вакансия #москва",1
"Project Manager (Marketing Growth Team)
в AppFollow — сервис мониторинга активности приложений в App Store, Google Play и т. д.
Удалённая работа.
Описание вакансии https://is.gd/jbjjvI
Откликаться на GeekJob.ru
#project #marketing #вакансия #remotework

Больше вакансий для продактов и проджектов:
Telegram @Forproducts
Facebook https://is.gd/tlk8li",0
"#вакансия #работа #job #kotlin #android #middle #senior #remote 
Компания: AndersenLab☀️
Вакансия: Android Developer
Занятость: #fulltime 
Формат: #remote   
Локация: #Россия ,#Польша ,#Беларусь , #Украина или удаленка
Зарплатная вилка: от 3300$ до 4500$ 

1)Немецкий проект для сферы e-commerce 
Требования:
🔸опыт разработки на Android от 3-4 х лет
🔸коммерческий опыт разработки на Java / Kotlin, Android SDK;
🔸опыт работы с технологией BLE;
🔸опыт работы с Retrofit 2;
🔸опыт работы с RESTful API;
🔸опыт работы с инструментами управления версиями кода - Git / Github / Gitlab;
🔸знание и применение на практике принципов Usability/UX;
🔸уровень английского языка - уверенный Intermediate и выше.

2)Литовский проектом в финтех сфере
Требования:
🔸опыт разработки на Android от 2-х лет;
🔸знание популярных инструментов, библиотек (Realm, Firebase, Dagger, Conductor и др.);
🔸знание практик UI/UX;
🔸опыт работы с масштабными проектами, анимацией, использование REST API (будет плюсом);
🔸опыт написания юнит тестов.
🔸уровень английского языка - уверенный Intermediate и выше.

Условия:
🔸График 5/2 с 9 до 18 часов.
🔸Формат работы – удаленно или в офисе.
🔸Официальное трудоустройство, отпуска и больничные .
📬Контакты: @ana_sav_andersen",1
"#vacancy #remote #recruiter
Добрый день. Ищу в команду активного IT рекрутера 
Требования:
- опыт работы в IT рекрутинге (или оконченные курсы IT рекрутинга и огромное желание развиваться в этом направлении);
- высокий уровень самоорганизации;
- умение работать на результат.

Мы предлагаем:
 - удаленное сотрудничество;
- гибкий график (от 4-5 часов в день);
- ЗП % от месячного оклада кандидата;
- Перспективы карьерного и финансового роста.

С радостью поделюсь всеми деталями в ЛС💌",1
"#datascience #fintech #python #sql #investments

Data Scientist
Инвестиционная компания
Septem Capital

Уровень дохода 170 000 – 250 000

Обязанности:
— Создавать и генерировать периодические отчеты (прибыли и убытки, портфельные инвестиции, распределение капитала, рыночные и контрагентские позиции)
— Проводить анализ и создавать отчеты на основе больших объемов данных
(оценка рисков, эффективность стратегий, оптимизация условий исполнения сделок)
— Управлять процессом верификации цен на конец отчетного периода
— Предоставлять данные и отчеты по запросам других подразделений компании
— После ознакомления с вышеперечисленными обязанностями работать с аналитическим отделом и IT над их автоматизацией

В дополнение к задачам:
1. Построение модели справедливых цен облигаций (на основании исторических спредов к безрисковым кривым/ставкам, характера первичный и вторичных сделок, другой информации)
2. Построение модели портфеля активов клиента на основании его индивидуальных особенностей, кеш-флоу и склонности к риску (риск-профиль).
3. Построение модели определения риск-профиля клиента (индивидуального).
4. Построение скоринговой модели компаний малой и средней капитализации с целью вычисления вероятности дефолта по облигациям и премии за риск к безрисковой кривой доходности.
5. Анализ конкурентных моделей (в том числе robo-advisors) формирования
портфелей активов клиентов (BlackRock, Vanguard, Pimco, Fidelity, Betterment, Schwab, Wealthfront и другие).
6. Построение поведенческой модели клиента с целью персонифицированного предложения.

Требования:
— Знание языков программирования: R (предпочтительно) / Python + основные
библиотеки (желательно), JavaScript, Shiny, C#, C++
— Знание SQL
— Внимательность и аккуратность при работе с большими объемами данных
— Опыт программирования для решения бизнес-задач
— Опыт оптимизации и автоматизации процессов
— Опыт визуального представления данных, подготовка презентаций
— Знания в области инвестиционного бизнеса является преимуществом

Контакты и CV: @musit
(указывайте пожалуйста DS в Septem Capital)",1
"Программист 1С 
Санкт-Петербург
120 - 150 тр net (готовы обсуждать)
""БСС"", сеть аптек Алоэ
✅Требования по вакансии:
🔸️Опыт работы не менее 2-х лет с одним из программных продуктов 1С Предприятие (ERP, КА, УТ, БП, Розница, Документооборот);
🔸️Знание архитектуры и механизмов платформы 1С Предприятие 8.3;
🔸️Опыт оптимизации программного кода;
🔸️Знание основных технологий обмена данными («1С:Конвертация данных», HTTP, Web-сервисы);
🔸️Знание СКД, БСП.
✅Ваше преимущество:
🔸️Наличие сертификатов «1С: Специалист».
🔸️Опыт работы с торговым оборудованием (ККМ, ТСД, сканеры ввода данных).
✅ Основные обязанности:
🔸️Разработка информационной системы на базе платформы 1С Предприятие 8.3;
🔸️Сопровождение типовых и измененных конфигураций 1С Предприятие;
🔸️Оптимизация существующего и разрабатываемого функционала;
🔸️Тестирование реализованных требований;
🔸️Участие в проектах в качестве разработчика.
✅Мы предлагаем:
🔸️Официальное оформление по ТК РФ;
🔸️Корпоративную развозку от станций метро Пионерская, Комендантский проспект, Старая Деревня;
🔸️График работы 5/2 с 09-00 до 18-00 (суббота и воскресенье - выходные);
🔸️Льготное питание и спортивный зал в здании офиса.
hr@bsspharm.ru
@Anastasiya_Kharskaya",1
"Senior UX Researcher
в ARRIVAL — компания, разрабатывающая собственное программное обеспечение, компоненты, новые материалы и модульные платформы для электромобилей.
Описание вакансии https://is.gd/3eiqed
Лондон, UK.
Ищет Ксения Стернина, ее пост https://is.gd/YzNCQy
#ux #uxresearcher #uk #london #вакансия

Больше вакансий в дизайне: 
Telegram @fordesigner
Facebook https://is.gd/hZEyvl",1
"Ruby Developer
в крупный foodtech.
Москва или удаленная работа.

О продукте: есть пользовательский web сайт, Android и iOS приложения, а также: внутренняя админка, внутренние мобильные сервисы (система управления заказами, логистическая система).

Стек: RoR+React.js+PostgreSQL.

Пример задач, которыми нужно будет заниматься:
Разработка основной платформы (API мобильного приложения, сервисов сборки и доставки заказов).
Создание бизнес логики оптимизации сборки и логистики.
Разработка системы сбора информации о товарах и их наличии в магазинах-партнерах.

Подробнее.
Ищет Оля Макарова olga@new.hr",1
"Junior Accountant в Revolut

teletype.in/@dreamjob/Rt7fkXHwY

Отзывы о компании Revolut, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_revolut",0
"#работа #удаленка #офис #Вакансия #DevOPS
от 90 000 до 120 000 руб. до вычета налогов
ООО Когнитивные системы 
Работа в МО, # г. Королев. Посещение офиса не менее одного раза в неделю.

Москва
 

Требуемый опыт работы: 1–3 года
Полная занятость, полный день
Краткое описание:
Компания «Когнитивные Системы» открывает вакансию DevOPS инженера. Успешному кандидату предстоит трудиться над интересными, уникальными проектами в сфере машинного обучения и высоконагруженных систем.
ООО «Когнитивные Системы» с 2016 года занимается разработкой системы обучения нейронных сетей и созданием диалоговых систем на ее основе. Является дочерней компанией крупнейшего производителя сервисных роботов «Промобот».
Обязанности:
•  Поддержка и развитие интернет-проектов.
•  Обеспечение бесперебойной работы инфраструктуры и сервисов.
•  Оперативное реагирование и решение инцидентов, в том числе вне рабочего времени.
•  Настройка высоконагруженных систем.
•  Развитие системы мониторинга.
•  Подготовка сценариев разворачивания приложений и их формальное описание с помощью Docker;
•  Управление конфигурацией серверов;
•  Совершенствование систем мониторинга и логирования;
•  Тестирование инфраструктуры веб-приложений до их выхода в продакшн: прогнозирование нагрузки, определение проблемных мест и их оперативное устранение;
•  Совершенствование CI/CD процессов;
•  Обеспечение безопасности инфраструктуры;
•  Совершенствование системы контейнерной оркестрации.
•  Установка GitLab и обеспечивание CI/CD конвейеров на базе GitLab CI.
Требования:
•  Понимать принципы работы клиент-серверных приложений
•  иметь глубокие знания HTTP протокола и инструментов анализа трафика
•  Знание и опыт применения лучших практик по обеспечению безопасности инфраструктуры.
•  Опыт построения высоконагруженных систем с доступностью 24/7.
•  Отличные знания ОС Linuх, общесистемного ПО и веб-стека (Nginx, Apache, PostgreSQL, MongoDB, Redis).
•  Умение тестировать и измерять результаты своей работы;
•  Опыт организации процесса CI/CD (Jenkins, GitLab).
•  Уверенное знание Git;
•  Опыт работы с Docker;
•  Опыт работы с технологиями виртуализации (KVM и т.п.).
•  Умение автоматизировать выполнение задачи на одном из скриптовых языков - Bash, Python и т.д.
Будет существенным преимуществом:
Опыт написания технической документации.
Условия:
•  Официальная заработная плата, премии;
•  Конструктивная и открытая рабочая атмосфера, отсутствие бюррократии;
•  Сложные и интересные задачи, которые позволят полностью раскрыть свой потенциал;
•  Совместная работа с опытными разработчиками;
•  Оформление полностью белое по ТК РФ;
•  Возможна удаленная работа с приездом в офис в г. Королев по необходимости.
Ключевые навыки
Nginx
Python
Git
PostgreSQL
MongoDB
Redis
Apache HTTP Server
Linux
Docker
CI/CD
Bash

#Тел.Телеграмм,Ватсап: +79182569153 Roman",1
"Эксклюзивная вакансия (ищем только мы): Директор административного направления в международную ИТ компанию (Москва)

В международную ИТ-компанию приглашают Директора административного направления.

Перед новым сотрудником будет стоять задача обеспечить жизнедеятельность офисов, распределенных по всему миру, и создать максимально комфортные условия труда для сотрудников.

Важно иметь разговорный уровень английского и опыт организации АХ деятельности с нуля.

Подробнее по ссылке

#ит #top #москва",0
"#вакансия #iOS #Москва 
iOS разработчик 
 
Город: Москва, м.Технопарк 
Формат работы: офис либо удаленка 
Занятость: полная 
Зарплатная вилка: от 250 до 300 нэт  
Компания: МТС 
 
Ищем сильного и инициативного ios-разработчика на инновационный B2B-продукт ""Умный замок"". Продукт будет работать на IoT-платформе МТС на базе технологий NB-IoT и позволит клиентам обеспечить безопасность инфраструктуры физических объектов. 

Что предстоит делать: 
• Проектировать решение с самого начала; 
• Работать в команде профессионалов и прокачивать свои навыки; 
• Участвовать в разработке B2B-продукта из мира Интернета Вещей. 

Какие знания пригодятся: 
• 2+ года опыта разработки под iOS на Swift; 
• Понимание архитектурных паттернов, умение строить приложение с нуля; 
• Опыт работы с REST API; 
• Уверенный опыт работы с Git; 
• Понимание многопоточности; 
• Знание основных подходов тестирования и специфику применения; 

Мы предлагаем: 
• Премии 2 раза в год; 
• Компенсацию мобильной связи с первого дня; 
• ДМС со стоматологом; 
• Обучение в Корпоративном университете компании; 
• Различные спорт-программы и компенсацию вашего фитнес-абонемента; 
• Отпуск 31 календарный день;

Напиши мне ;)
Контакт: @catsareawesome",1
"• Python Developer в iTechArt Group, Минск",1
"#вакансия #react  
Позиция: middle frontend
Город и адрес офиса: Санкт-Петербург, м. Чернышевская
Формат работы: офис/удаленная
Занятость: полная
Компания: Getman&Co (https://getman.ru/it/web/)
Зарплатная вилка: 120-200 тысяч рублей (на руки)

Компания Getman&Co (https://getman.ru/it/) ищет уверенного frontend-разработчика, способного самостоятельно оценивать и решать задачи. Мы занимаемся аутсортс-разработкой: создаем большие платформы и сервисы для различных бизнесов и корпоративных клиентов. Мы редко занимаемся небольшими проектами на пару месяцев, как правило это проекты на полгода и больше. Ищем человека, который заботится о качестве кода который он пишет и умеет писать его поддерживаемым. Пишем на TS, если вы не умеете, то Вам придётся научиться.

Ожидания и стек:
- коммерческий опыт js-разработки от 1.5 лет
- react
- redux
- webpack

Будет плюсом:
- CI/CD
- docker
- server-side rendering

Мы особенно ценим ребят, для которых программирование — это не только работа, но и хобби, которому периодически выделяют личное время. Если вы любите пилить опенсорс или пет-проекты во внерабочее время, изучать и пробовать что-то новое, то вы — программист нашей мечты. Мы поощряем аргументированные инициативы и не боимся внедрять новые технологии.

контакты: info@getman.ru или @monkind",1
"Старший аналитик-консультант 1С ERP
Москва
Заработная плата 200 000 рублей в месяц (на руки) + годовой бонус
Инхаус (угольная компания)

Надо:
• Профильное высшее образование (эконом, бух, инф.технологии)
• Опыт описания бизнес-процессов, требований пользователей.
• Опыт написания пользовательской документации (желательно продемонстрировать примеры).
• Знание одной или нескольких предметных областей (регл.учет, упр.учет, склад, закупки, продажи, и т.д.).

И отлично, если:
• Знаете функциональные возможности платформы 1С 8;
• Имеете опыт работы с 1С:Документооборот;
• Умеете описывать бизнес-процессов с использованием нотации BPMN 2.0.
• Являетесь счастливым обладателем сертификатов по типовым конфигурациям 1С:ERP, 1С:ЗУП, 1С:БП, 1С:УТ

Даём:
• Локация Москва-сити,
• Расширенное ДМС
• ЗП от 200 кэс (после вычета) + премии по итогам года.
• График работы: с 9-00 до 18-00
• Оформление по ТК РФ 
#ngcon #IT #1CERP #ERP #1C #MOSCOW #JOB 

Контакты для связи
Телеграмм @tserzh
Почта ts@ngcon.ru",1
"◹ ◹ ◹ 

Центр повышения производительности и поддержки занятости населения ВАВТ Минэконом развития России ищет администратора системы дистанционного обучения (LMS/MOODLE). 
Основная задача: администрирование системы СДО

Детали: hh.ru/vacancy/38348246

Контакт: o.lavrenkova@vavt.ru с пометкой Вакансия от edujobs",0
"Вакнасии в Сбермаркет
🔹Специалист по crm- и директ-маркетингу
🔹Performance Digital Manager
🔹Маркетолог
🔹Стажер-маркетолог
🔹PR-менеджер
Сбермаркет — онлайн-сервис, который помогает делать покупки, не выходя из дома. Проект работает на базе Instamart — сервиса доставки продуктов, который за 6 лет смог вырасти из небольшого стартапа, основанного в Москве в 2013 году, в федерального лидера с представительствами в 31 городе России.
Москва.
Ищет Елена Иванова, её пост https://is.gd/YyDFjm
#marketing #crm #pr #intern #performancemarketing #вакансия #москва

Больше вакансий в online-маркетинге:
Telegram @forallmarketing
Facebook https://is.gd/klj8Mv",0
"Product manager
в Travelpayouts — партнёрская сеть от создателей Aviasales для продвижения собственных продуктов, а также для продвижения сторонних рекламодателей в сфере онлайн-тревела.
Удалённая работа, затем — релокация на Пхукет.
Ищет Полина Опарина, ее пост https://is.gd/wuwdEA
#product #relocation #remotework #вакансия",1
"Product owner
в СберКорус — разработчик и провайдер облачных сервисов для автоматизации B2B процессов.
Москва / Санкт-Петербург.
Описание вакансии.
Откликаться на GeekJob.ru",1
"Backend Developer (Ruby/Python)
в Simetra — компания разрабатывает собственные ИТ-решения для стратегического и оперативного управления транспортными системами городов, транспортного планирования, моделирования и управления потоками.
Москва.
Описание вакансии https://is.gd/GvTrF3
#ruby #rubyonrails #ror #python #developer #вакансия #москва",1
"Привет!

Для работы над новым, крупным телемедицинским проектом ищем в команду разработчика мобильных приложений для Android 🔥

В рамках проекта потребуется:
Создание новых функций и поддерживание существующих функций в приложениях.
Написание unit, ui, интеграционных тестов.

Мы ожидаем наличие следующих навыков:
Опыт разработки нативных андроид приложений от 2 лет.
Знание Android API 16+
Уверенное знание ООП, паттернов и принципов проектирования ПО.
Опыт разработки клиент-серверных приложений с использованием библиотеки Retrofit и без нее.
Опыт работы с системой контроля версий (git).

Желательно:
Опыт разработки сложных анимаций и нестандартных интерфейсов.
Знание библиотек OkHttp, Dagger 2, RxJava, AutoValue, ButterKnife, DataBinding.
Опыт написания автоматизированных тестов.
Понимание, что такое Clean Arсhitecture и зачем это нужно.

Бонусы:
Справедливая, белая ЗП
Свободный график работы

It@get-it.io 
#вакансия #android

В теме письма указывать название позиции 😉",1
"Руководитель отдела разработки (Технический директор)
в Поток.Диджитал — технологический стартап в финансовой сфере, 100% дочерняя компания Альфа-Банка. Онлайн сервис, где обычные люди могут инвестировать в малый бизнес. Для первых это высокая доходность, для вторых — моментальные деньги на развитие бизнеса.
270К, Москва.
Стек: RubyOnRails, python, JS, щепотка Elixir’a, postgresql, redis, docker, kubernetes.
Описание вакансии https://is.gd/Yk6RD8
Откликаться на GeekJob.ru
#teamlead #CTO #ror #rubyonrails #python #developer #вакансия #москва",1
"Коммерческий директор в проект Автомобиль года в России (Москва)

Ежегодная национальная премия «Автомобиль года в России» — это крупнейший автомобильный медийно-исследовательский проект в стране, в основе которого лежит изучение автомобильных предпочтений потребителей на российском рынке. Сейчас компания заинтересована в экспертах на пост Коммерческого директора.

Основная функция будущего сотрудника — продажи услуг группы компаний (личные продажи и управление сотрудниками коммерческого отдела).

Подробнее по ссылке

#медиа #top #москва #АвтомобильгодавРоссии",0
"#Вакансия #Middle #Senior #Full_Stack #NodeJS_React #удаленно #
полная занятость, удаленно
$ 3500-6500 (net)
    3+ years 
    NodeJS and React+Redux;
    MySQL and Redis;
    Docker, Kubernetes;
    English – intermediate +;
    AdSense, AdX, Prebid, oRTB and so on;
    TypeScript;
    Spark, Hadoop, PrestoDB, AWS Athena;
    Build/Deployment, CI/CD;
    AWS Cloud;
    Поделюсь подробностями в ЛС.",1
