id,data,label
10138,"·3·

Преподаватель программирования Minecraft для детей в проект Роботориум (robotorium.org)

Детали: forms.gle/Zh6A5GZyxoHeJYpJ7

Контакт: hello@robotorium.org",non-IT
10139,"·3·

Методист с хорошими техническими скиллами в онлайн-школу «Опытным путем» (фонд «Нужна помощь»). 

— Мы учим фонды ставить цели, находить инструменты, внедрять новое, чтобы решать социальные проблемы. 

Предстоит:

- изучать аудиторию;
- проектировать курсы;
- общаться с преподавателями;
- размещать контент в школе.

Детали: hh.ru/vacancy/44788483

Контакт: i.evdokimova@nuzhnapomosh.ru",non-IT
10140,"#вакансия #удаленно #частичная #администрирование #системноеадминистрирование #нетология

Город и адрес офиса: г. Москва, м. Тульская (работа удаленная)
Занятость: частичная
ЗП: до 100000 руб.

Образовательная платформа «Нетология» ищет системных администраторов и других специалистов по инфраструктуре уровня Middle, Senior и Team Lead для преподавания на курсах.

Мы готовим мощную образовательную программу для обучения людей без опыта современному системному администрированию до уровня Junior.

Ты можешь внести свой вклад в развитие и популяризации профессии системного администратора и присоединиться к нам в качестве автора занятий, лектора, дипломного руководителя или проверяющего домашние задания.

📍Что ты получишь?

- Работу с топовым автором курса, создавшим с нуля облако Mail.ru Cloud Solutions;
- Комьюнити крутых экспертов по инфраструктуре из Mail.ru Group и Яндекс;
- Прокачанный личный бренд как эксперта по инфраструктуре;
- Удаленную работу, которую можно совмещать с основным местом работы;
- Заработную плату до 100 тыс. руб. в зависимости от объема занятости;
- Станешь частью дружной команды экспертов ведущей EdTech-компании :)

Контакты: @stepandemidov | sd1797.bmstu@mail.ru",non-IT
10141,"Brand Design Lead
в Miro — платформа для визуальной коллаборации распределённых команд, ранее известная под брендом RealtimeBoard.
Амстердам.
Описание вакансии https://is.gd/3kWQzu
Ищет Егор Коробейников, его пост https://is.gd/LI0d4s
Откликаться на сайте компании.
#designer #lead #вакансия #амстердам

Больше вакансий в дизайне:
Telegram @fordesigner
Facebook https://is.gd/Oc0lnG",non-IT
10142,"Вакансии в SkillFactory
🔹Product manager
🔹Project manager
🔹Координатор онлайн-курсов
SkillFactory — школа программирования и data science, одна из самых быстрорастущих компаний в сфере EdTech.
Москва.
Ищет Александр Турилин, его пост https://is.gd/IGK8Qv
Откликаться на на hr@skillfactory.ru
#project #product #вакансия #москва",Несколько вакансий
10143,"·4·

Школа навигаторов (learningfuture.ru/navigators) и Служба навигаторов (learningfuture.ru/navigator_space) ищет PR-менеджера. 

– Нужно уметь говорить о нас, писать о нас, мониторить события, в которые нам полезно вписаться, придумывать с нами собственные события, искать для нас интересные партнерства - и разделять наши ценности и наш подход. 

Детали: learningfuture.ru/navigators

Контакт: lika.chekalova@gmail.com",non-IT
10159,"Content Manager / Narrative Designer
в Loóna — приложение, направленное на улучшение эмоционального состояния перед сном.
Ищет Андрей Янчуревич, его пост https://is.gd/AHwX64
#content #designer #вакансия

Больше вакансий про контент:
Telegram @forallmedia
Facebook https://is.gd/QhrSXl",non-IT
10144,"·5·, Новосибирск

Редактор в Part. A

Что вам предстоит делать: 

 - Проверять и редактировать текст уроков, написанных педагогами; 
 - Следить за оформлением текста, стилистикой согласно редполитике. 
 
Что нужно знать и уметь: 

 - Опыт работы копирайтером, журналистом или редактором, наличие портфолио; 
 - Знание инфостиля, грамотный русский язык; 
 - Хорошее знание школьной математики. 

Детали: novosibirsk.hh.ru/vacancy/43573211

Контакт: alinakryukova00@gmail.com",non-IT
10145,"•\\-\\•

Цифровой образовательный ресурс ЯКласс ищет авторов олимпиадных заданий по математике для 2-9 классов общеобразовательных школ.

Детали: docs.google.com/document/d/1hGzvfTkkxZ-KzJ6nwBgSugcUJkep6zUVCqOaAvgTgWo/edit#

Контакт: konovalova@yaklass.ru

•\\-\\•",non-IT
10146,"▱/▱/▱

Методисты в Skyeng.

Ракета онлайн-образования Skyeng ищет методистов по предметам «русский язык», «литература», «география», «история», «обществознание», «математика», ОБЖ и «технология» на срочный проект в интерактивную рабочую тетрадь Skysmart.

Детали: hh.ru/vacancy/39693989

Контакт: k.kosarevskaya@skyeng.ru",non-IT
10147,"#Вакансия #BigData #Architect #ELK #Python #Удалённо

Big Data Architect with ELK,
Remote Russia

Description
Luxoft Autonomous Drive, a department of Luxoft's Automotive Line of Business, is an expert and delivery center for design, implementation and test of embedded architecture and software solutions for automotive systems. Our international team is based in various locations all over Europe and working with OEMs and Tier1s from all over the world.

We are searching for an Elastic Architect to increase an already existing small team, partially from Luxoft, partially from our customer and other suppliers. Together the team shall evolve and develop a Datawarehouse which is taking various data inputs. Data sources range from Jenkins over static code analysis to log files from embedded devices. These are used for specific metrics to show the health of a component of a project and the overall status of projects. All of this presented with Kibana with different levels of abstraction (for developer, managers and other stakeholders)

Project Goals:
Datawarehouse with Elastisearch and Kibana for metric evaluation

Technologies used in Project:
Elasticsearch and Kibana, Groovy, Python and others to be introduced

Opportunities:
• International team, Workshops
• Working for large German OEM
• Grow personally and professionally
• If needed, we can help you with relocation process.

Responsibilities:
• Develop and design architecture and infrastructure for the cloud based solution
• Develop and design elastic search ingress for new sources
• Develop/apply metrics designed by the customer
• Design presentation of metrics with Kibana
• Develop new components and applications according to customer requirements
• Work in an existing SCRUM team 

Skills:
• 2+ years’ experience in Elastic Stack components (mostly Elasticsearch and Kibana)
• Experience with troubleshooting Elasticsearch indexes, metrics, creating Kibana dashboards
• Big Data Architecture experience (Apache Hadoop, splunk, newrelic, teamscale)
• Understanding of ELK idiomatics
• Basic understanding of Lucene
• Basic knowledge with Python
• Able to work on problems independently and proactively
• Upper-intermediate English B2

Nice to have:
• Automotive background
• Experience with measuring systems under load and load distribution between nodes
• Understanding of Kafka
• Understanding of Hadoop
• Experience with Ruby
• Experience as software architect
• Experience as cloud architect
• Experience as datawarehouse designer
• Experience with Groovy

Contacts & CV:
Irina @idesiatova

or Apply now",Data Engineer
10148,"Управляющий в петербургский Дом Радио (Санкт-Петербург)

Дом Радио — это исторический памятник, любимый всеми жителями Северной столицы. Полтора года назад его передали в управление знаменитому дирижёру Теодору Курентзи и оркестру musicAeterna, которые совместно превращают исторический особняк в новое место силы петербуржцев.

Сейчас в команду обновленного Дома Радио ищут сотрудника, который будет заведовать материально-техническим состоянием здания, а также заботиться о слаженной работе персонала и комфорте музыкантов.

Подробнее по ссылке

#музыкаиискусство #middle #санктпетербург #ДомРадио",non-IT
10149,"Внимание! Вакансии нет на российских job ресурсах: Арт-менеджер в Британское правительство (Москва)

The British Government is seeking an Arts Manager who will help to grow partnership with Russia and contribute to cultural prosperity and stability of the countries.  

Working at The British Embassy in Moscow a candidate will be responsible for an arrangement of events and programs to promote UK culture and education (including project management, financial planning and communications management).

Experience in coordinating large-scale international projects is a big plus.

Подробнее по ссылке

#госслужба #middle #москва #Британскоеправительство",non-IT
10150,"Руководитель штаба развития digital каналов
в Альфа-Банк.
Москва.
Ищет Сергей Паршиков, его пост.

Больше вакансий в online-маркетинге: 
Telegram @forallmarketing
Facebook",non-IT
10160,"Вакансии в Vigrom
🔹 Директор по маркетингу
🔹 Директор по продукту
Vigrom — международная компания, разрабатывающая и поддерживающая онлайн-игры, приложения под мобильные устройства.
Москва.
Описание вакансий https://is.gd/qZipOz
#cpo #marketing #cmo #вакансия #москва",Несколько вакансий
10161,"Стажёр в Kaspersky Lab

teletype.in/@dreamjob/ejTvoLjjiew

Отзывы о компании Kaspersky Lab, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj__kaspersky",unknown
10287,"Marketing Manager в Electrolux

teletype.in/@dreamjob/FZaC861cU

Если вы текущий или бывший сотрудник компании Electrolux, вы можете оставить отзыв о работодателе на сайте Dream Job: bit.ly/dj_electrolux",non-IT
10151,"Главный юрисконсульт (юридическое сопровождение кредитования ОПК) в Промсвязьбанк (Москва)

Ключевые задачи: подготовка юридических заключений по вопросам, связанным с кредитованием предприятий оборонно-промышленного комплекса. Согласование нетиповых условий кредитных договоров, а также обеспечительных сделок, заключаемых с предприятиями оборонно-промышленного комплекса. Согласование протоколов разногласий к договорам, заключаемым предприятиями оборонно-промышленного комплекса, согласование проектов решений уполномоченных органов банка о кредитовании предприятий ОПК. Участие в согласовании внутренних документов Банка, регулирующих вопросы кредитования.

Откликнуться по ссылке

#банк #legal #middle #Москва #Промсвязьбанк",non-IT
10152,"HR Director
в Smartway — ИТ-сервис для организации командировок в компаниях среднего и крупного бизнеса.
Москва.
Описание вакансии https://is.gd/RFDT0I
Ищет Максим Яремко, его пост https://is.gd/noCNHN
Откликаться на на yaremko@smartway.today
#hr #hrd #вакансия #москва

Больше вакансий в HR:
Telegram @forhr
Vkontakte https://is.gd/FNOLP3
Facebook https://is.gd/6cmxKL",non-IT
10153,"Sales Director
в Scandit — компания разрабатывает программное обеспечение для мобильных корпоративных приложений с высоким качеством сканирования штрих-кодов, распознавания текста и объектов и решений дополненной реальности.
Москва.
Описание вакансии https://is.gd/YKb9u8
#sales #CCO #вакансия #москва",non-IT
10154,"Креативный директор
в «Дорогую редакцию» — издательство корпоративных медиа. Придумывает, создаёт и продюсирует бренд-медиа, интранеты, внешние и внутренние коммуникации для компаний.
Москва.
Ищет Станислав Мудрый, его пост https://new.hr/eh59
Откликаться в личку или на stmydry@deareditor.ru
#creativedirector #artd #designer #вакансия #москва",non-IT
10155,"#вакансия #TeamLead  #SoftwareArchitect #Python #Москва #remote #office

Вакансия: Software Architect / TeamLead 
Формат работы: Remote/офис
ЗП: от 300т+ руб net.
Ссылка на компанию: https://qml.rqc.ru/
Технологии инструменты: Python, tensorflow, torch

Компания QML занимается разработкой платформы для решения сложных вычислительных задач индустриального характера с применением технологий квантового машинного обучения.

Мы ищем опытного архитектора для формирования структуры платформы, компоновки и интеграции вычислительных элементов в единый вычислительный комплекс, детализации технических требований и координации разработкой.
Необходим опыт непосредственной разработки и коммерциализации сложных вычислительных систем, уверенное владение современными методологиями разработки и проектирования.
Приветствуется опыт в области машинного обучения и знание современных архитектур нейросетей.

Преимущества работы у нас:
• Возможность оказаться на волне нового технологического прорыва
• Тесное сотрудничество с ведущими учеными мирового класса
• Работа ради результата, а не абстрактных корпоративных KPI

Подробнее о вакансии @lena_lvova",ML-инженер
10156,"Автор/Копирайтер
в PR-команду Одноклассников.
Парт-тайм и удалённая работа.
Ищет Сергей Томилов, его пост https://is.gd/RUlIFe
Откликаться на sergey.tomilov@corp.mail.ru
#author #copywriter #вакансия #remotework #parttime

Больше вакансий про контент: 
Telegram @forallmedia
Facebook https://is.gd/9dUzuo",non-IT
10157,"Расширяем команду Foodoo.ai Senior Product дизайнером, Frontend и Android разработчиками.  

Foodoo.ai - это сервис, который позволяет производителям готовой еды сокращать пищевые отходы. Мы разработали смарт вендинг, который контролирует сроки годности продукции и AI который планирует производство и доставку, а еще у нас есть 2 приложения - для пользователей и курьеров. 

Месяц назад мы закрыли pre-seed раунд и сейчас активно расширяем команду опытными специалистами.

Условия: 
 ⁃ Фултайм, удаленная работа
 ⁃ Наша компания находится в USA, так что вся ЗП в $ 
 ⁃ Контракт на 1 год, далее возможна релокация 
 ⁃ Горизонтальная структура, работа в команде с CEO и CTO. Мы умеем слышать и слушать друг друга, иначе не полетит

Кинуть CV и почитать подробнее про вакансии можно тут: 

Senior Product Designer -https://www.notion.so/nikmakarov/UI-UX-e7f4953c7eb44912823888cd44c23f5b
Frontend developer - https://www.notion.so/nikmakarov/Frontend-developer-62bc802738014b1092749ba4f2c98e2e
Android developer - https://www.notion.so/nikmakarov/Android-dev-Java-Kotlin-478c404b2d0f49d392bea9a95ba84999",Несколько вакансий
10158,"Reseacher-редактор
в Yandex.Q — это сервис, где можно задавать вопросы, получать ответы от других пользователей, а также отвечать на их вопросы.
Удаленная работа.
Ищет Тоня Самсонова, ее пост.

Больше вакансий про контент:
Telegram @forallmedia
Facebook https://is.gd/18ZQgd",non-IT
10162,"Junior Product Analyst
в Сравни.ру — финансовый супермаркет, который создает удобные сервисы и рекомендации для того чтобы помочь людям принимать правильные решения в жизни.
Москва.
Ищет Роман Романчук, его пост https://is.gd/Ve1g7g
#junior #productanalyst #analyst #вакансия #москва

Больше вакансий для аналитиков:
Telegram @foranalysts
Facebook https://is.gd/avQHMi
LinkedIn https://is.gd/KJAAld",Продуктовый аналитик
10163,"Head of product в Skyeng (Москва)

Команда крупнейшей EdTech-компании на российском образовательном рынке в поиске своего Head of product — топового специалиста, который будет отвечать за весь клиентский продукт (веб/мобайл).

Работодатель обещает достойное вознаграждение и хорошую опционную программу.

Подробнее по ссылке

#образование #uppermiddle #москва #skyeng",Product-менеджер
10164,"Ассистент генерального директора в Condé Nast (Москва)

Мультимедийная компания Condé Nast Russia ищет сотрудника, который обеспечит административную поддержку Генеральному директору. 

Вам предстоит снять с плеч руководителя такие повседневные вопросы как: планирование рабочего дня, организация деловых поездок, прием телефонных звонков, подготовка презентаций и переводов.

Подробнее по ссылке

#москва #condenast",non-IT
10165,"Associate Consultant в IQVIA

teletype.in/@yojob/UMsXY63kW

Отзывы о компании IQVIA, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj__iqvia",non-IT
10166,"Вакансии в JetBrains
🔹 Web Team Lead (Kotlin Sites)
🔹 Web Developer (Kotlin Sites)
JetBrains— международная компания-разработчик профессиональных инструментов разработки программного обеспечения и средств командной работы.
Kotlin — это современный мультиплатформенный язык программирования, который помогает разработчикам совершать меньше ошибок и быть продуктивнее.
Санкт-Петербург.
Ищет Егор Толстой, его пост.

Больше вакансий из IT & Digital вы можете найти в наших тематических каналах.",Несколько вакансий
10167,"◰ ◰ 

ЦРММ ищет сценариста-методиста.

– Всем привет, ЦРММ на связи! Мы компания — разработчик электронных курсов из Москвы. В связи с расширением (а нас уже более 150 человек) мы ищем к себе в команду сценариста-методиста. Мы создаём дистанционные курсы для сотрудников коммерческих и бюджетных компаний. Ежедневно по всей стране десятки тысяч людей учатся по нашим программам.

Детали: hh.ru/vacancy/37408525?e=37408525

Контакт: s.kizhapkina@dev.crmm.ru с пометкой Вакансия от edujobs",non-IT
10168,"​​Подборка remote-вакансий с GeekJob.ru
🔹Middle Unity Developer
в Big Game Freaks — молодая московская студия разработки игр.
🔹Middle Frontend Developer 80K-130K
в Nova — разработчик решений для безопасности жизни.
🔹Full Stack Developer 140K
в SoftMediaLab — компания занимается разработкой софта для технологических стартапов со всего мира.
🔹Elixir Developer
в Helptogether — команда занимается разработкой мобильного сервиса на Flutter с использованием Elixir в качестве backend.
🔹QA Engineer
в EmDev — компания занимается разработкой IT-решений на базе платформы Liferay.
#gamedev #middle #unity3d #csharp #dotnet #developer #javascript #js #react #frontend #javascript #js #react #nodejs #fullstack #tester #qa #вакансия #remotework

Больше вакансий из IT & Digital вы можете найти в наших тематических каналах: https://is.gd/cRLFcd",Несколько вакансий
10169,"Brand Manager в Diageo

teletype.in/@dreamjob/bElEIARV2

Если вы текущий или бывший сотрудник компании Diageo, вы можете оставить отзыв о работодателе на сайте Dream Job: bit.ly/dj_diageo",non-IT
10170,"HR-директор
в Школу программистов —  инновационное частное образовательное учреждение дополнительного образования детей в сфере информационных технологий и программирования.
Москва.
Описание вакансии http://amp.gs/4OS9
#hr #hrd #вакансия #москва 

Больше вакансий в hr:
Telegram @forhr
Vkontakte http://amp.gs/4OSE
Facebook http://amp.gs/4OSg",non-IT
10201,"Data Engineering Team Lead (Python/C++)
в DataFork — компания занимается разработкой продуктов для обработки и анализа количественных и альтернативных «больших данных» на финансовых рынках.
300К-400К, Москва.
Описание вакансии https://is.gd/QZmYTt
#python #cpp #cplusplus #backend #teamlead #вакансия #москва",Data Engineer
10171,"В один из крупнейших криптовалютных фондов ищу HR Generalist (с перспективой роста до HRD!).

Задачи, которые предстоит решать: 
• Формирование HR-отдела с «0»
• Разработка системы мотивации
• Планирование годового HR бюджета
• Поиск и подбор персонала (как самостоятельно, так и с привлечением КА)
• Адаптация и развитие нового персонала
• Повышение продуктивности персонала
• Создание культуры компании, направленной на достижение амбициозных целей; проведение корпоративных мероприятий, тренингов.

Мы готовы предложить:
• Комфортный open-space офис в центре Москвы
• График работы 5/2
• Вилка з/п от 80 000 руб. net
• Перспектива в ближайшем будущем занять позицию HRD компании
• Возможность посещать крипто-события в Москве / Европе / Азии / США

Ты знаешь как построить HR бизнес-процессы с ""0""? Интересуешься блокчейном и рынком криптовалют?
Знаешь английский на уровне Intermediate и продолжаешь развивать?
Чувствуешь, что пере рос позицию HR менеджера и хочешь карьерного роста?
Тогда пиши: @Katya_Soboleva или ekaterina@agency-21vek.ru
 

И помни, как встретишь Новый Год, так его и проведешь. 
Проведи будущий  год  в команде успешных специалистов в области блокчейн и Fin Tech!",non-IT
10172,"·4·

В команду маркетинга Хекслета разыскивается интернет-маркетолог (performance-менеджер), который возьмёт на себя направление performance, выстроит внутри процессы и в перспективе возглавит его. 

Задачи  — ведение, оптимизация и создание новых рекламных кампаний в Facebook/Instagram, VK, РСЯ, Google Ads. Цель — увеличение объема заявок и ROI.

Детали: hh.ru/vacancy/41809185

Контакт: job@hexlet.io",non-IT
10173,"Аналитик в Auriga

teletype.in/@yojob/HyxE3BHqr

Если вы текущий или бывший сотрудник компании Auriga, вы можете оставить отзыв о работодателе на сайте Your Career: bit.ly/yc_Auriga",non-IT
10174,"Коммерческий директор в Ситилаб (Калининград)

В федеральную сеть клинико-диагностических лабораторий требуется коммерческий директор с обязательным сильным опытом работы в медицинском направлении.

На ваших плечах будет лежать ответственность за продажи подразделения компании по всей области, а также развитие розничной сети медцентров.

Подробнее по ссылке

#медицина #top #калининград #ситилаб",non-IT
10175,"#вакансия  
Название компании ООО Дев-Тим https://dev-team.club/
Формат работы: #удаленка, долгосрочное 
Город и #адрес офиса: г. Ставрополь рогожникова 11
Занятость: полная, частичная
#Зарплатная вилка: от 70 000 до 110 000
Контакты: +7 962 028 8442 Анастасия @milavskayaae
Описание вакансии:
Добрый день!
Компания ООО Дев-Тим набирает талантливых программистов на долгосрочное сотрудничество на должности:
mid/sr ReactJS Front-End разработчик
mid/sr Angular Front-End разработчик
mid/sr React Native Mobile разработчик
Работа в удаленной команде 8-10 человек. Время работы гибкое. Обычно с 9:00 до 17:00 по Москве. Мы работаем с крупными клиентами как: TransPerfect, Ideom, Left Field Labs, Mojave Agency. Поэтому знания английского большой плюс.
От Вас, необходимо уверенное владение Angular и/или  AngularJS и/или ReactJS и/или React Native и/или Type Script, CSS, HTML, Git. Опыт в разработке/поддержании ПО от двух лет. Самоорганизованность! Умение реализовывать сложный пользовательский интерфейс, выполнять отладку в браузере. Работа в команде и код ревью.
- Оформление в соответствии с ТК РФ.
- Собеседование, и тестовое задание.",Несколько вакансий
10176,"#вакансия #москва #офис #fulltime 

Компания: MillionAgents
Город: Москва (м. Новослободская)
ЗП: от 90.000 до 120.000 руб. на руки.

Всем привет! 👋
 
Мы IT-компания. Создаем софт для проведения маркетинговых исследований по всей стране. Сами для себя заказчики и исполнители, ни от кого не зависим. Варимся в трендовых технологиях: mashine learning, data science, big data. В команде - 30 человек, никакой бюрократии, гибкий график, комфортный офис, спортзал, оформление по ТК РФ.
 
Сейчас мы в поиске HR Generalist (IT). У вас в подчинении будет IT Recruiter и на двоих отдельный кабинет с большими окнами.
Основная задача - привлекать в нашу команду лучших из лучших специалистов, в основном, разработчиков и менеджеров. Вести полный цикл рекрутмента, онбординг, развитие персонала, КДП (если не умеете, но готовы погрузиться, оплатим обучение в этом направлении).
 
Опыт в подборе IT-персонала маст хэв. 
 
Для резюме и вопросов на связи:
Почта: i.duchenko@millionagents.com
Telegram: @it_recruiter_millionagents",IT-рекрутер
10177,"Ethereum blockchain developer / Team Lead
в Usetech — ведущая IT компания в области заказной разработки, создаёт популярные мобильные приложения для многомиллионной аудитории.
Удаленная работа или в одном из офисов компании.
Описание вакансии на GeekJob.ru",Blockchain-разработчик
10178,"#вакансия #python #php #удаленка                                    

☀️☀️☀️Добрый день!☀️☀️☀️

Pharma.Global, инновационная компания, продвигающая экосистему интеллектуальных решений для глобального фармацевтического бизнеса, в поисках человека которому изменит жизнь, а потом уже совместными усилиями будет менять мир. 

👨🏻‍💻Ты - php разраб, который так хочет развиваться, как python developer, что со временем сможет превратиться в правую руку  технического директора, а потом отправится покорять зарубежный рынок программирования. Обращаем внимание, что это не IT компания, а значит нет разделения на мидлов/джунов и лидов. Это команда, которая уважает и поддерживает каждого, а значит, вместе готова решить любую задачу.
Тебе нужно обладать системным мышлением, уметь работать без надзора сверху, а также использовать паучье чутье и джедайские силы )

А еще ты: 
✔️Человек, ориентированный на оптимизацию задач и схлопывание алгоритмов.
✔️Любитель чистого кода на php 7
✔️Видел в лицо фреймворки Vue, Yii 2
✔️Работал с Docker, MySQL, PostgreSQL
✔️Можешь спокойно рассказать на собесе, чем отличается пхп от пайтона и не удивишься логичности данного вопроса
✔️Как минимум, трогал/щупал/смотрел курсы по python и готов развивается в этом направлении
✔️У тебя есть опыт удаленки, и ты понимаешь как работать на результат даже вдали от коллег
От нас :
✔️удаленная работа чтобы тебе точно было уютно🏠;
✔️официальное трудоустройство ( больничные, налоги и отпускные);
✔️зп от 130 000 рублей (финальный уровень обсуждается на собеседовании);
✔️выход на международный уровень – начинаем со стран МЕНА;
✔️ты сможешь развиваться и развивать, создавать что-то действительно нужное всему миру и получить уникальный опыт управленца. 
Здесь тебе будет хорошо так как не смотря на удаленный формат работы мы были и остаемся командой которая обменивается позитивом в чатиках, зажигает на корпоративах и делает друг друга лучше каждый день)                     

📲Пиши @quarianquarian",nan
10179,"#вакансия #срочно #удалено #remote  #backend #DevOps #Java #React 
Ищем Mobile Back-End developer with DevOps
От 3 лет опыта 
Опыт с Java (Vert.X/Jetty/Spark)
ЗП:3000-4000 USD 
Английский: Upper Intermediate
Компания: MiU
Контакт: @olia_kravtsova",Backend-разработчик
10180,"Erlang/Elixir developer
в Eltex Enterprise Ltd. — крупнейший российский разработчик и производитель телекоммуникационного оборудования, высокотехнологичным предприятием полного цикла.
Новосибирск.
Описание вакансии.
Откликаться на GeekJob.ru",Erlang-разработчик
10181,"Доброго времени суток! 😎

Продуктовой IT компании Profit center нужны кандидаты которые ранее работали в СФЕРЕ ФИНАНСОВЫХ РЫНКОВ! 

Кто нужен: RESEARCHER 🔥🔥🔥
Компания Profit Center FX это: 
Создание IT продуктов под реальные потребности рынка 
Многолетняя компетенция в предметной области 
Налаженный процесс ввода в должность сотрудников 
Свобода в выборе рабочего времени и места 
Удовольствие от профессионального роста и командной работы 
Работать можно как в офисе, так и удаленно, мы не привязываемся к какой-то определенной локации, мы ищем кандидата с любой точки мира! 

Если у тебя есть желание развиваться в IT сфере - то тебе к нам! 

За всеми подробностями пишите в ЛС.",non-IT
10182,"Руководитель мобильных приложений iOS/Android
в Coral Club— международная компания; занимается разработкой, изготовлением и продвижением комплексных решений для здоровья.
Москва.
200К — 250К.
Описание вакансии на GeekJob.ru",Несколько вакансий
10183,"· ✰ ·

Онлайн-школа программирования Хекслет ищет в свою команду наставников — опытных программистов, которые помогают ученикам на всех этапах обучения.

Детали: premium.hexlet.io/tutors

Контакт: polina.kokina@hexlet.io",unknown
10184,"Вакансии в Яндекс.Еду
🔹 Product manager, e-grocery
🔹 Product manager (рекомендации & данные)
🔹 Product manager (опыт после оплаты заказа)
Москва.
Откликаться на GeekJob.ru

Больше вакансий для продактов и проджектов:
Telegram @forproducts
Facebook",Product-менеджер
10185,"#вакансия #Python #Django #Москва #офис #удаленно 
 
Программист / Ведущий программист Python 
 
🎇Компания: РТ-Инвест Транспортные системы 
Локация: г. Москва. Офис или удаленно 
Условия: от 200 000 - на руки (обсуждается) 
ДМС + стоматология 
 
Проект: Интересный проект федерального масштаба. Компания является разработчиком, оператором и эксплуатирует систему взимания платы на дорогах, которую создал, не имеющих аналогов в мире. 
2 ЦОД - Uptime Institute Tier III, Центр управления и мониторинга, включающее Центр обработки данных и Центр контроля нарушений. 
 
Обязанности: 
Основная задача перевод сервисной архитектуры на python. То есть не простое кодирование на готовых задачах. 
Участие в разработке единой цифровой эко платформы взимания платы на платных дорогах РФ 
Сложная ERP система: бортовое устройство, биллинг, расчет маршрута (маршрутная карта), платформа ГИС, процессинг и платежи (online тарификация) 
Разработка и поддержка программного кода, системных библиотек и сервисов ПО (Сотни компонентов, большая нагрузка, миллионы устройств) 
Реализация интеграции с внешними системами 
Создание и актуализация технической документации 
Участие в проработке архитектурных решений, оценка и обоснование выбранных технических решений 
Рефакторинг существующего кода 
 
Требование: 
Опыт разработки на Python от 3 -х лет 
Опыт работы с очередями (RabbitMQ / Kafka) 
Опыт разработки высоконагруженных программных сервисов - желателен 
Опыт написания unit-тестов, навыки работы с Git 
Опыт работы как с PostgreSQL, MySQL, MongoDB, Redis, Memcached, Clickhouse… 
Пишите запросы на чистом SQL, так и с использованием ORM 
Вы являетесь уверенным пользователем командной строки *nix 
 
Плюсом будет: 
Опыт разработки на С/C++ 
Опыт работы с Docker
 
🌟Контакты: @HR_Olga_T",Backend-разработчик
10186,"#GoLang #Python 3  #spb
Работа на проекте разработки букмекерской платформы для приема ставок на официальные киберспортивные соревнования, ориентированной преимущественно на европейский и азиатский рынки.

Обязанности:
Разработка высоконагруженных сервисов на Golang\Python
Участие в проектирование архитектуры системы
Оптимизация производительности систем
Интеграции с внешними сервисами
Разработка API для мобильных и web приложений

Требования:
Опыт коммерческой разработки не менее 5 л, Опыт программирования на GoLang от 1 г, на Python от 3 л, Опыт разработки асинхронных приложений
Опыт работы с отложенными вычислениями и серверами очередей, Опыт работы с RPC

• Санкт-Петербург
• 200К - 250К руб. на руки

Контакты:
@an_galushko
a.galushko@clever-recruiting.com",Несколько вакансий
