data,label
"Дочернее предприятие Группы компаний ПИК (с уклоном в  IT) ищет Python- разработчика.
Требуемый опыт 3-6 лет (уровень senior).
З/п 200 000-250 000 руб, по итогам собеседования.
#Функции:
разработка и поддержка веб-приложений (скрапинг данных; оцифровка, поддержание и развитие бэк офиса процесса покупки/продажи квартир);
внедрение DS решений и участие в их разработке;
проведение и участие в кодревью.
#Технологии инструменты:
Backend: Python 3, Flask, Nginx, Postgresql;
Toolkit: Docker, git, Jira, Gitlab, Sentry.
#Необходимо:
опыт работы с современными web фреймворками, например с Flask, с Gitlab CI;
знание SQLAlchemy, умение построить простые запросы на SQL.
Плюсом будет умение работать с aiohttp.
  #Гарантии:
трудоустройство по ТК РФ;
ДМС после испытательного срока;
31 день оплачиваемого отпуска в году;
полную атмосферу стартапа, свободную от бюрократии;
дружную команду профессионалов, любящих свое дело;
возможность получения новых знаний, развития свои профессиональных навыков;
комфортный офис в Москва Сити (сейчас удаленный формат работы). Режим работы может быть и совсем удаленным, обговаривается в индивидуальном порядке.  
 
Если возникли вопросы, пишите buroca_m@mail.ru, рада буду ответить!",Python-разработчик
"я может не уловил суть, но ты имеешь ввиду, что тех денег которые самокаты заработают до наступления холодов им хватит ?",0
"#вакансия #iOS #SWIFT


Формат работы: удаленка.
Занятость: частичная/полная.
Зарплатная вилка: 150 000 - 200 000.
Название компании: ООО «Табор».

На уже действующий проект, требуется опытный iOS разработчик для поддержки и дальнейшего развития приложения знакомств.  Удаленно!

Возможность работать на стабильном и интересном проекте. Продукт, который вы будете поддерживать используют сотни тысяч человек ежедневно.
Требования:
- Ваше местоположение любой уголок России.
- Опыт коммерческой разработки SWIFT от 2 лет
- Понимает внутреннюю работу с памятью в iOS (счетчики ссылок, autorelease pool
- Опыт разработки приложений, использующих сетевое взаимодействие (Alamofire, Moya)
- Понимание многопоточности и умение работать с разными потоками (GCD)
- Понимание основных структур данных (массивы, списки, и т. п.)
- Умение работать с архитектурами MVC, MVP, VIPER
- Имеет опыт работы с базами данных (CoreData, Realm).
Бонусы
- Интересный и стабильный проект.
- Абсолютно свободный график работы.
- Возможна частичная занятость.
- Отсутствие бюрократии.
- Работа по договору как ИП.
Дополнительные инструкции
Внимание! В своих откликах максимально подробно расскажите о себе.

- Образование
- Опыт работы
- Самостоятельно реализованные проекты
- Зарплатные ожидания
- Занятость в данный момент
- Место проживания
- Возраст.

Пишем сюда: @winsov",iOS-разработчик
"#вакансия #backend #php #go 
iSpring
Backend Developer
Зарплатная вилка: 100 000 – 200 000 руб. net 
Формат работы: работа в офисе или удаленно
Наша команда разрабатывает платформу, на которой базируется система дистанционного обучения и облачный редактор курсов. В центре решения лежит модульный монолит на PHP7 и Symfony 4 плюс пара десятков микросервисов на Go. Для доставки интеграционных событий используем RabbitMQ. Всё это крутится в кластере k8s в docker контейнерах и автоматически деплоится несколько раз в день.
Команды кросс-функциональные, общающиеся на ubiquitous language. Доменную модель обязательно покрываем юнит-тестами (TDD приветствуется), API микросервисов покрываются интеграционными тестами. Нагрузочные и автоматические тесты UI пишут тестировщики.
Ты нам подходишь, если ты:
- имеешь опыт разработки от года на PHP, Go (или желание изучить Go);
- знаешь классические алгоритмы и структуры данных;
- понимаешь, как создавать распределенные системы, знаешь паттерны микросервисной архитектуры;
- имеешь опыт работы с MySQL, Redis, RabbitMQ.
Мы предлагаем:
- Головной офис компании расположен в г. Йошкар-Оле. Если хочешь работать в нем - оплатим релокацию и аренду квартиры (на 3-6 месяцев).
Если не хочешь релоцироваться, можно работать удаленно из любой точки страны или из наших дополнительных офисов в Москве, Питере, Сыктывкаре, Владивостоке, Томске.
- Режим работы: у каждой команды свой график, зависящий от ежедневного митинга. Есть команды, которые на работе должны быть в 9 утра, есть такие, в которых можно и к 11. График вполне свободный, главное посещать скрам-собрания и предупреждать, если уходишь с работы надолго.
- ДМС после 1 года работы, оформление в штат строго по ТК РФ, «белая» зарплата, оплачиваемые отпуски, командировки, больничные.
- У нас быстрый рост по грейдам, сотрудники быстро прокачиваются в навыках и пересмотр зарплат и грейдов раз в полгода.
- У нас есть программа развития руководителей, включающая в себя три этапа: курсы по наставничеству, менторинг, программа подготовки руководителей/топ-менеджеров.
- Мы активно проводим митапы и участвуем в активностях для разработчиков, где можно обменяться опытом, наметить план роста и просто потусоваться.
Контактное лицо:  @hr_kurasova",Backend-разработчик
"Machine Learning. Advanced (en)

Для аналитиков, программистов и практикующих дата сайентистов. Курс поможет расширить свои возможности и повысить свой профессиональный уровень до Middle/Senior: https://otus.pw/MwsS/

Сейчас действует скидка по промокоду «Тайный Санта».

На курсе вы:
- освоите продвинутые приемы машинного обучения
- научитесь работе в production
- расширите свой набор доступных для работы инструментов
- научитесь решать нестандартные проблемы, возникающие в рекомендательных системах, временных рядах и графах.",0
"#вакансия #удаленно #россия #frontend #fulltime

Вакансия: Frontend разработчик
Локация #россия 
Форма работы: удалённо
Занятость: полная
Зарплата  150 – 180k p.

Обязанности:
Разработка веб-интерфейсов систем
Верстка веб-интерфейсов
Участие в анализе и оценке трудоёмкостей реализации пользовательских требований.

Требования:
Опыт работы с ReactJS + Redux не менее 2-х лет
Уверенное знание JavaScript, опыт работы с этим языком
Понимание бэкенд-разработки, SQL
Знакомство с разработкой мобильных приложений
Владение Bootstrap или аналог (ant.design)
Хорошее знание CSS + SCSS

Подробнее: @aleksandra_molka
#Frontend#Работа",Frontend-разработчик
"Приглашаем в нашу команду GOST Group Программиста 1С!

Наша компания предоставляет полный спектр услуг в сфере IT: от аналитики до разработки прикладного ПО и комплексной автоматизации бизнеса.

Мы создаем инновационные IT-продукты для современных людей в городской среде, обеспечивая защищенность и комфорт в будущем.

Зона ответственности:
•  Работа по заявкам Заказчика, полученным через ServiceDesk.
•  Доработка 1С ERP по ТЗ: анализ ТЗ, обсуждение бизнес-процессов, поиск оптимального решения на разработку, оценка и планирование работ, самостоятельная реализация доработок.
•  Написание отчетов, обработок. Доработка типовых и нетиповых конфигураций существующих баз.
•  Контроль качества собственной разработки.
•  Решение проблем, возникающих в ходе работы с информационными базами 1С.

Необходимая квалификация:
•  Опыт работы с конфигурацией на платформе 1C ERP.
•  Опыт работы с 1С 8 (7.7 - как плюс).
•  Опыт доработки 1С ERP по ТЗ.
•  Опыт работы с управляемыми формами, навыки разработки сложных запросов.

Со своей стороны мы гарантируем:
•  Комфортабельный проектный офис на территории Заказчика (м. Белорусская).
•  График работы по выбору (8.00-17.00, 9.00-18.00 или с 10.00-19.00).
•  З/п до 150 000 руб. net (фиксированный оклад).
•  Полное соблюдение условий ТК РФ.
•  Возможность обучения и посещения профильных мероприятий.
•  Через 6 месяцев с даты приема на работу подключение к корпоративной программе ДМС или компенсация фитнеса.
•  Корпоративный спорт (футбольная, волейбольная команды; настольный теннис).

@innayrsav  inna.savelyeva@gost-group.com",1C-разработчик
Stolen Portfolio,0
"CTO
в Риалвеб — одно из ведущих интернет-агентств России.
Москва.
Ищет Андрей Будаев, его пост https://is.gd/5lkNrE
#cto #techlead #вакансия #москва

Больше вакансий для ТОПов:
Telegram @forchiefs
Facebook https://is.gd/VIMRjE
LinkedIn https://is.gd/mKRME0",0
"Требуется
«Программист 1С УТ» 
от 150 000 до 190 000 руб. на руки.

Москва, БЦ Новоданиловский.

Обязанности:
Разработка и внедрение ПП на основе платформы 1С Управление торговлей 11 под бизнес- требования компании.
Консультация и поддержка пользователей по ПП 1С Управление торговлей 11.
 
Требования:
Опыт работы с продуктом 1С Управление торговлей 11.
Высшее техническое образование.
Знание Конвертации Данных 2.0.
Иметь понимание складского учета, работы со службами доставки.
Уверенное знание платформы 1С 8.3, работа с расширениями конфигурации, web сервисами.
Наличие сертификата «Специалист по 1С» будет плюсом.

Контакты: @Yacut",1C-разработчик
"С договорами дел никогда не имел, поэтому упустил указать там сроки, которые были оговорены только устно",0
"#вакансия #vacancy #frontend #Javascript #москва #санктпетербург #senior #middle #react #fulltime #удаленка

Вакансия: Frontend developer
Компания: проекты крупных банков
Формат работы: удаленка или офис
Занятость: полная
ЗП от 180 до 250К net

Ожидания:
Опыт работы с JavaScript от 3 лет;
Хорошее знание JavaScript (ECMA2016), TypeScript и стандартной библиотеки;
Опыт разработки React.JS/Redux.JS;
Хорошие знания DOM, HTML, CSS;
Опыт использования инструментов: NPM, Webpack, RxJs, NgRx, Karma, Less, Bootstrap;
Понимание протокола HTTP и RESTful APIs;
Умение работать в команде, писать читаемый код и юнит-тесты;
Умение и желание изучать те инструменты и технологии, с которыми не доводилось работать ранее;
Умение читать и понимать англоязычную профессиональную литературу и документацию;
Способность   обучаться   и    находить   решения   самостоятельно,   пользуясь доступными источниками информации.

Технологии:
JavaScript(ECMA2016), TypeScript – языки программирования
React.JS, Bootstrap – фреймворки
NgRx – управление состояниями
RxJs – реактивное программирование
D3.js – визуализация данных
NPM, Webpack – системы сборки
Jasmine, Karma – библиотеки тестирования
Less – управление стилями
Nginx – веб- и прокси- сервер

МЫ ПРЕДЛАГАЕМ:
Интересные и сложные задачи по обработке данных, разработке высоконагруженных и отказоустойчивых сервисов и систем;
Интересные и сложные задачи по разработке и проектированию модульных пользовательских интерфейсов;
Развитие в области UI/UX дизайна и визуализации данных;
Принятие самостоятельных решений в части реализации и их аргументация;
Работа в дружном и профессиональном коллективе;
Адекватный процесс разработки и доставки ПО (юнит- и функциональное тестирование, CI/CD, Code Review, Agile, и т.п.)

Контакт @olgabudet",React-разработчик
"Рад за вас, но тут ТОЛЬКО js, а не js и еще питон и еще мл. Если есть полностью фронтовые вакансии то милости прошу по формату",0
"Требуестся консультант 1С:Документооборот на проекты по внедрению непосредственно Документооборота и прочих процессно-ориентированных систем.
Что Вас ждет в нашей прекрасной динамичной команде:
‒ Настройка и внедрение систем электронного документооборота на базе 1С:Документооборот
‒ Разработка и оформление проектной и эксплуатационной документации
‒ Анализ потребностей заказчики, постановка задач для разработчиков 
‒ Тестирование разработок и настроек, подготовка тестовых и демонстрационных данных 
‒ Проведение демонстраций, обучение пользователей, подготовка инструкций, видеороликов
‒ Поддержка пользователей на уровне 3-й линии поддержки (по телефону/e-mail/servicedesk/на рабочих местах пользователей)
‒ Ведение базы знаний, формирование FAQ по обращениям
Для этого, конечно, потребуется: 
‒ Опыт внедрения и сопровождения систем на платформе 1С:ДО
‒ Знание принципов документооборота и делопроизводства
‒ Знание типовых возможностей конфигурации 1С:Документооборот
‒ Умение работать с документацией, базами знаний
‒ Вежливость, доброжелательность, ответственность.
Мы обеспечим официальное оформление и белую зарплату, а также ДМС, обучение за счет компании, оплачиваемое участие в конференциях, оплата мобильной связи
График работы с 9.00 до 18.00 или с 10:00 до 19:00
Офис в шаговой доступности от м. Ленинский проспект, заказчики по г.Москве 
резюме отправляйте на адрес hr@comlogic.ru",0
"#вакансия #junior #middle #frontend #react #vue.js
Название компании: Экопси (www.ecopsy.ru)
Формат работы: удаленка или офис
Город: Москва м. Дмитровская (важно! Смотрим кандидатов только из Мск чтобы иногда мог приехать в офис)
Занятость: полная
Зарплатная вилка: от 130.000-150.000 к
Контакты: @kriskrisych

Описание вакансии:

Что предстоит делать:
 • Участвовать в проектировании и обсуждении архитектурных решений проекта;
 • Разрабатывать визуальные компоненты;
 • Писать современный JavaScript код;
 • Проводить рефакторинг уже написанного кода;
 • Верстать страницы для десктопа и мобильных;
От тебя мы ожидаем:
 • Опыт React / Vue.js от 1 года;
 • Знание современной web-верстки ( адаптивность, векторная графика, препроцессоры, сборщики) ;
 • Понимания принципа Graceful degradation;
 • Опыт работы с git;
 • Знание БЭМ и опыт работы с Docker будет плюсом.
Наши преимущества:
 • Работа над интересным и современным проектом, который востребован у клиентов;
 • Атмосфера творчества и свободы в команде, при полной поддержке профессионалов и наставников;
 • Прекрасные профессиональные перспективы, прокачку своих скиллов и крепкие навыки продуктивной работы с клиентом и для клиента
Ну и очевидные «плюшки»:
 • Стабильная и конкурентоспособная белая зарплата;
 • Оформление по ТК РФ;
 • Гибкий рабочий график;
 • Современный стильный офис в 10 минутах от м. Дмитровская;
 • Комплексный ДМС (оформляется после окончания испытательного срока);

Скорее пиши за подробностями 🙂",Frontend-разработчик
"#харьков #вакансия #рекрутер #recruiter                                                                                                                             #Вакансія #JOBITT
Всем привет! Ищем IT рекрутера к себе в команду. Опыт 1+, английский приветствуется.  Локация: Харьков. По началу офис, позже можно перейти на удалёнку. Подробнее расскажу в личку. Буду признательна рекомендациям 🧚",IT-рекрутер
"#вакансия #python #офис #удаленка #Москва #Новосибирск

Локация: Москва или Новосибирск
Формат работы: Удаленный
Позиция: senior
Вилка: от 200к до 260к

Привет!👋🏻
Меня зовут Наталья, я нахожусь в поиске главного python разработчика для компании Dalytics.

⭐️Dalytics – это уверенный стартап, делающий сервис по сбору и аналитике данных с маркетплейсов. Входит в экосистему сервисов eCompass.

⚡️Ты считаешь себя опытным программистом, способным дать проекту хороший старт и вдальнейшем повести за собой целую команду? То тебе по адресу!

📌Что нужно делать:
* строить системы Data Mining
* проектировать и реализовывать ETL-процессы
* собирать Data Pipeline для работы моделей (Kafka + ClickHouse)
* заниматься обработкой, аналитикой, визуализацией больших данных
* разрабатывать новые сервисы
* запускать их в продакшн
* строить системы мониторинга

📌Ты идеальный кандидат, если:
- Пишешь на 3.6+ Python
- Умеете работать с Kafka, Celery и базами данных (Postgres, Clickhouse)
- владеешь фреймворками (Django, Flask и т.д.);
- Имеешь опыт работы с ОС семейства Linux и сборки Docker в прод
- Имеешь опыт работы над highload проектами
- Знаешь SQL

📌Что предлагают:
- Удаленный формат работы
- Гибкий график
- Оформление по ТК РФ
- Вилка от 200к до 260к

Если ты любишь действовать и твой внутренний руководитель рвется наружу, то добро пожаловать и просто напиши мне @Natali_HRit",Python-разработчик
"Business Analyst в Auriga

teletype.in/@dreamjob/e0gKps0Fb

Отзывы о компании Auriga, этапы отбора и зарплаты на сайте Dream Job: bit.ly/dj_auriga",Бизнес-аналитик
"Senior Data Scientist в Мобайл Телеком-Сервис
(Tele2 и Altel, Алматы) 

Много данных, вычислительных ресурсов, весьма амбициозные бизнес задачи и руководство, заинтересованное в хороших кадрах.

Что нужно делать:
- Визуализация данных для быстрого понимания имеющихся результатов и будущих тенденций;
- Формулирование гипотез по улучшению конкретных бизнес-метрик за счет изменения других показателей;
- Построение моделей машинного обучения.

Предполагаемые проекты:
- Построение скоринговых систем для внутренних продуктов и банков;
- Построение гео-движка для определения скорости, вектора и тп;
- Кластеризация абонентов для таргетированной рассылки рекламы;
- Оптимизация локализации базовых станций;
- Создание смс антиспам систем;
- Выявление fraud;
- Построение описания клиента.

От кандидата ожидаются:
- Опыт в DS от 2х лет;
- PL/SQL, SQL-подобные языки для написания запросов к не реляционным и реляционным базам данных (Oracle);
- Владение Git;
- Статистика, математика, структуры данных и тп.;
- Отличное владение инструментами анализа данных, библиотеками машинного обучения на языке Python;
- Опыт вывода решений в прод, отличное владение python( ООП, solid, патерны и тп);
- Навыки менторства, сильные soft skills.

Будет плюсом:
- Высшее образование в области CS;
- Графы(geo is hot);
- Nlp;
- Опыт работы с витринами данных.

600 - 1000k тенге NET;
Резюме высылать на адрес Tatyana.Stolyarova@tele2.kz",Data Scientist
"#hr #вакансия #удаленно #россия#js #react #fulltime
Вакансия: Frontend разработчик (Банк)
Локация: #россия #удаленно
Компания: Лига Цифровой Экономики
З/п: 170 –250k net
Контакты: @hr_aleksandra_molka 
Обязанности:
-проектирование и разработка интерфейсов приложения, личного кабинета, функционала, новых фич продукта 
-исправление багов, участие в ревью кода других разработчиков 
-участие в оценке фич, проектировании реализации, выборе библиотек для создания нового функционала 
-взаимодействие с разработчиками, дизайнерами, бизнес-аналитиками для реализации задач 
-работа внутри стрима с другими разработчиками и командами в формате Agale
Требования:
-опыт работы с React.JS от 2-х лет 
-уверенные знания TypeScript, ES6 
-опыт работы с библиотеками: redux, redux-thunk (либо redux-saga и т.п.), react-router 
-опыт пользования React UI библиотеки (Material-UI/Ant Design/Boot strap/Semantic-UI или др.) 
-опыт использования CSS препроцессоров: LESS или SCSS 
-опыт написания Unit-тестов (jest, @testing-library/react) 
-знания основных принципов ООП, ФП, основных шаблонов проектирования 
-умение работать с Git в команде 
-понимание HTTP-протокол (авторизация, сессии, Cookie и т. д.) 
-понимание принципов REST
Технологический стек - Java, PostgreSQL, Kafka, Flutter, ReactJS. 
Проект рассчитан на 2,5 года (завершение в 3 квартале 2023 г.)
Подробнее пишите: @hr_aleksandra_molka
#JS #Developer #Работа",React-разработчик
"#вакансия #office #fulltime #frontend #middle #senior #удаленка
✴Вакансия:Frontend-разработчик
Город и адрес офиса: Москва, Россия
Занятость и формат работы: full-time/part-time/удаленка/офис
ЗП: 185 000 -250 000 руб. gross
Компания - заказчик: S-Consulting
❗В настоящий момент ищем в команду нашего заказчика Frontend-разработчика. 
✴ Требования к позиции: Опыт Высшее техническое образование; Опыт разработки frontend (RIA/SPA) от 3х лет; Опыт использования React + Redux + Material UI от 3х лет; Опыт: работы с TypeScript, адаптивной верстки, написания тестов (unit и e2e); Желателен опыт управления небольшой командой.  Понимание принципов usability; разработка SPA (Интернет-банк, Маркетплейс); сode-review; техническая оценка требований, участие в выборе деталей реализации; живое Agile-обсуждение постановки, дизайна и интеграции с бэком; работа с Git, Jira, Confluence, Zeplin; front-end React; 
опыт работы с микросервисами
✴ Что мы готовы предложить: 
Работа на удаленке.
Работа в стабильной компании, оформление по ТК РФ, белая ЗП;
Сильная техническая экспертиза в команде;
Проекты внедрения в крупнейших компаниях России;
Пересмотр заработной платы ежегодно по итогам аттестации;
✏Контакты: @scons2000
Удаленная работа; https://t.me/scons2000",Frontend-разработчик
Junior backend разраб который пишет на реакте?,0
"#вакансия #удаленка #remote #swift #senior #fulltime 

iOS Developer

Компания: Magic Solutions (http://magic-solutions.org/)
Формат работы: удалённо
Занятость: полная
Зарплатная вилка: 180 - 280К рублей

Ищем уверенного iOS разработчика в продуктовую компанию по разработке мобильных и десктоп приложений.

О компании:
Мы занимаемся разработкой самых разных приложений от утилит (фотоклинеры, адблокеры, коллблокеры) до приложений планировщиков задач, приложений для похудения, фитнеса и так далее.

У нас уйма идей, и мы очень рады амбициозным и креативным людям, которые хотят воплотить какие-то свои идеи/задумки, которые принесут что-то новое в компанию!

Вот, например, приложение компании с >10 миллионами установок:
https://play.google.com/store/apps/details?id=com.smartsecurityxzt&hl=en_US&gl=US

Больше приложений на сайте.

Работаем по таймдоктору, так как считаем, что это хороший инструмент самоконтроля на удалёнке. При этом, хотим отметить, что именно «самоконтроля», так как никто ничего Real-time не мониторит - нет ни желания, ни потребности этого делать. 

Задачи:
- разработка трекера задач (аналог To Do Ist).
- разработка с 0.

Важно добавить, что мы не будем ограничиваться только приложением, так же будет декстопная версия и полноценная платформа (типа трелло). 
Это огромный и долгий процесс, но мы искренне верим в него:)

Из интересных задач в ближайшее время:
1) Повторяющиеся задачи: есть обычные задачи в туду, с которыми все понятно. но есть так же задачи, которые могут повторяться, каждый день/ неделю/ месяц/год в определенное время, от момента становления до бесконечности. и все это нужно отобразить на календаре.

2) Формировать уведомления по каждой задаче, в том числе и повторяющиеся и тут интересная задача с бесконечностью.

3) UI часть так же полностью кастомная, много интересных элементов и анимаций к ним.

Наши ожидания:
- От 3 лет опыта разработки iOS приложений.
- Наличие опубликованных приложений.
- Swift, CoreAnimation, Alamofire, UIKit, AutoLayout, UIKit

Ваще круто:
- Опыт с Realm
- Опыт с Kingfisher, SnapKit
- GCD

Что мы предлагаем:
- Полная удалёнка;
- Интересная работа в стабильной компании;
- Масштабные проекты с миллионами скачиваний.
- Стабильная заработная плата (определяется по результатам собеседования);
- Гибкий график работы;
- Обучение, профессиональное развитие, получение опыта работы в сложных проектах;
- Дружный слаженный коллектив;

Контакты:
@ilin_roman
Напишите мне, скину макет будущего приложения",iOS-разработчик
"не, это он не делал)",0
"Вот тут я сам задумался, не бот ли Я 😅",0
"Lead iOS Developer
в компанию, разрабатывающую мобильные приложения для международного рынка.
250К-400К, Москва.

Что вы будете делать:
Реализовывать новые интересные фичи для существующих продуктов и участвовать в разработке новых.
Участвовать в принятии архитектурных и других технических решений.
Отвечать за дальнейший найм команды в iOS разработку (по мере возникновения такой потребности).

Что мы предлагаем:
Релокационный пакет для кандидатов из других городов.
Уровень зп обсуждается и зависит от ваших навыков.
Гибкое начало дня, техника и ПО на ваш выбор, оплата книг, обучающих курсов и конференций.
Подробнее https://geekjob.ru/hQMy
Ищет Екатерина Зайцева katerina@new.hr
#senior #teamlead #lead #ios #iosdev #mobiledeveloper #swift #вакансия #москва",iOS-разработчик
"#вакансия #java # middle # spring #springboot #docker #git
 
Компания: AWG
https://www.awg.ru
Формат работы: удалённая (если вы в Москве, есть возможность выходить в офис)
Город: Москва и другие города России
Занятость: полная
Зарплатная вилка: от 150к до 310к на руки
 
Сейчас мы ищем Java-разработчика в один из топовых банков России на различные интересные проекты.
 
С чем придется иметь дело:
✨автоматизация наиболее критичных функций сотрудников розничных отделений при открытии эскроу-счетов.
✨реализация стратегического проекта по доставке кредитов наличным Клиентам и процессов кросс продаж кредитных и дебетовых продуктов.
✨реализация вторичных кредитных карт
 
Что хотели бы у тебя видеть:
⚡️Опыт коммерческой разработки от 2-х лет
⚡️Отличные знания Java
⚡️Знания Spring и Spring Boot, Docker и Groovy
⚡️Умение использовать различные инструменты для тестирования кода и приложений различной сложности.
Junit, Spock, Testcontainers, Mockito, Hamcrest
⚡️Уверенные знания о работе unix-систем. Любовь к ним и умение с ними работать.
⚡️Знание принципов и шаблонов проектирования, нужно уметь обосновать свою точку зрения
⚡️Опыт работы с системами контроля версий (Git)
⚡️Желание работать с большими и сложными проектами
 
Будет плюсом:
💫Желание делать процесс разработки эффективным с помощью правильных инструментов (Git, Binary Release Management, CI/CD, Scrum/Kanban)
💫Понимание, как работает Spring/Spring boot под капотом
💫Есть опыт с такими инструментами управления как Ansible/Salt/Chef/etc
💫Согласие с тем, что работа разработчика не заканчивается на написании кода
 
Почему с нами классно работать:
 
⚡️Социальный конфигуратор. Достойная заработная плата, премии и масса корпоративных льгот: ДМС, оплата карты “Тройка”, фитнес, повышение квалификации, изучение английского языка, конференции (по выбору сотрудника).
⚡️Белая заработная плата, оплачиваемые больничный и отпуск;
⚡️Обучение и развитие. У нас есть собственная Академия AWG и у всех сотрудников есть индивидуальный план развития.
⚡️Традиции компании. #горыработы и #мореработы - корпоративные выезды два раза в год за счет компании в горы зимой и на море летом.
 
📝 Контакты: @shiny_gemini",Java-разработчик
"Technical Product Manager
в Тексел — мировой лидер в области сканирования человека. Полноростовые сканеры Portal BX и MX входят в список лучших сканеров для человека по версии.
Москва.
От 150К.
Описание вакансии.
Откликаться на GeekJob.ru",Product-менеджер
Всем привет! Меня зовут Иван.Я гейм-дизайнер и дизайнер UI-UX в игровой индустрии. Имею собственный проект) ищу подработку )) #whois,0
"#Python #удаленка

Amba - биржа блогеров, медиа площадка, где бизнес получает рекламу в обмен на предоставление услуги блогеру.

Описание:
Фронт уже готов, нужно написать бэкэнд api. По мере работы сразу будет виден результат, сопричастность к чему-то новому и великому. Основная работа - построение системы взаимодействия бизнеса и блогеров через конкретные оферы, которые размещают обе стороны

Требования:
Полная занятость, полный день, удаленная работа

Обязательные навыки:
 • Django;
 • Django rest;
 • psql;
 • Умение разбираться в чужом коде;
 • Понимание работы http, https. REST, RESTful, SPA;
 • Знание linux

Желательные навыки:
 • redis / rabbitmq;
 • nginx;
 • Vue
 • JS

Условия:
Свободный график (удаленка, если находитесь в мск - иногда личные планерки)
ЗП обсуждаемо
80-120 тыс 

Обязанности:
 • Каждодневный онлайн;
 • Разработка restapi на django;

По поводу вакансии обращаться: 
@samoylov_digital",Python-разработчик
